종목코드,단축코드,표준코드,종목명,종목명_통합,한글 종목명,한글 종목약명,영문 종목명,시장구분,소속부,액면가,상장주식수,소속부.1,업종코드,업종명,결산월,지정자문인,자본금,통화구분,대표이사,대표전화,주소,상장일,증권구분,주식종류
014200,014200,KR7014200000,광림,광림,광림,광림,"KANGLIM Co., LTD.",KOSDAQ,관리종목(소속부없음),100,15117780.0,,33001.0,자동차용 엔진 및 자동차 제조업,12.0,,1511778000.0,원(KRW),송태영,043-260-9111,충청북도 청원군  현도면 청남로 484 (주)광림 ,1993/07/07,주권,보통주
014280,014280,KR7014280002,금강공업,금강공업,금강공업보통주,금강공업,KUMKANG KIND,KOSPI,,1000,29329357.0,,32401.0,1차 철강 제조업,12.0,,29919232000.0,원(KRW),"전장열, 전재범 (각자 대표이사)",051-264-8881,부산광역시 사하구  다산로 110 ,1988/09/10,주권,보통주
,014285,KR7014281000,,금강공업1우선주,금강공업1우선주,금강공업우,KUMKANG KIND(1P),KOSPI,,1000,589875.0,,,,,,,,,,,1989/07/31,주권,구형우선주
014440,014440,KR7014440002,영보화학,영보화학,영보화학보통주,영보화학,YoungboChemical,KOSPI,,500,20000000.0,,32202.0,플라스틱제품 제조업,12.0,,10000000000.0,원(KRW),김태훈,043-249-2000,충청북도 청주시 흥덕구 강내면 서부로 230-23 ,1997/08/27,주권,보통주
014470,014470,KR7014470009,부방,부방,부방,부방,"Bubang Co., Ltd.",KOSDAQ,중견기업부,500,60052260.0,,126801.0,부동산 임대 및 공급업,12.0,,30026130000.0,원(KRW),박규원,02-6900-1849,서울특별시 강남구  삼성로 528 부방빌딩 ,1994/02/25,주권,보통주
014530,014530,KR7014530000,극동유화,극동유화,극동유화보통주,극동유화,KukdongOil&Chem.,KOSPI,,500,34869420.0,,31902.0,석유 정제품 제조업,12.0,,17434710000.0,원(KRW),"장홍선, 장선우 (각자대표)",055-370-9900,경상남도 양산시  어실로 101 ,1991/01/31,주권,보통주
014570,014570,KR7014570006,고려제약,고려제약,고려제약,고려제약,"KOREAN DRUG CO., LTD.",KOSDAQ,우량기업부,500,11000000.0,,32102.0,의약품 제조업,12.0,,5500000000.0,원(KRW),"박해룡, 박상훈 (각자대표)",02-529-6100,경기도 이천시  신둔면 원적로 69-10 ,2000/12/07,주권,보통주
014580,014580,KR7014580005,태경비케이,태경비케이,태경비케이보통주,태경비케이,TAEKYUNG BK,KOSPI,,500,27583100.0,,32303.0,"시멘트, 석회, 플라스터 및 그 제품 제조업",12.0,,13791550000.0,원(KRW),"김민정, 정구일, 박충기 (각자 대표이사)",02-3661-8018,서울특별시 강서구  공항대로 467 (등촌동) ,1991/03/07,주권,보통주
014620,014620,KR7014620009,성광벤드,성광벤드,성광벤드,성광벤드,"SUNG KWANG BEND CO., LTD.",KOSDAQ,우량기업부,500,26557364.0,,32401.0,1차 철강 제조업,12.0,,14300000000.0,원(KRW),안 재 일,051-3300-200,부산광역시 강서구  녹산산단262로 26 ,2001/01/11,주권,보통주
014680,014680,KR7014680003,한솔케미칼,한솔케미칼,한솔케미칼보통주,한솔케미칼,HansolChemical,KOSPI,,5000,11335195.0,,32001.0,기초 화학물질 제조업,12.0,,56675975000.0,원(KRW),박원환,02-2152-2326,서울특별시 강남구 테헤란로 513K Tower 7F / 8F ,1989/05/20,주권,보통주
014710,014710,KR7014710008,사조씨푸드,사조씨푸드,사조씨푸드보통주,사조씨푸드,SAJOSEAFOOD,KOSPI,,1000,17218543.0,,31002.0,수산물 가공 및 저장 처리업,12.0,,17218543000.0,원(KRW),김치곤,02-721-6555,"서울특별시 서대문구 통일로 107-39 502(충정로2가, 사조빌딩)",2012/06/29,주권,보통주
014790,014790,KR7014790000,HL D&I,HL D&I,HL D&I보통주,HL D&I,HL D&I HALLA CORPORATION,KOSPI,,5000,37858601.0,,64102.0,토목 건설업,12.0,,194374710000.0,원(KRW),홍석화,02-3434-5114,서울특별시 송파구 올림픽로 289 ,1994/08/12,주권,보통주
014820,014820,KR7014820005,동원시스템즈,동원시스템즈,동원시스템즈보통주,동원시스템즈,Dongwon Systems Corporation,KOSPI,,5000,28991282.0,,32202.0,플라스틱제품 제조업,12.0,,146276965000.0,원(KRW),"조점근,서범원,정용욱",02-589-4700,충청남도 아산시 둔포면 아산밸리동로 100 -,1994/03/29,주권,보통주
,014825,KR7014821003,,동원시스템즈1우선주,동원시스템즈1우선주,동원시스템즈우,Dongwon Systems Corporation(1P),KOSPI,,5000,264111.0,,,,,,,,,,,1995/01/21,주권,구형우선주
014830,014830,KR7014830004,유니드,유니드,유니드 보통주,유니드,UNID,KOSPI,,5000,6767600.0,,32001.0,기초 화학물질 제조업,12.0,,33838000000.0,원(KRW),"정의승, 이우일",02-3709-9500,서울특별시 중구  을지로5길 19 ,2004/12/03,주권,보통주
014910,014910,KR7014910004,성문전자,성문전자,성문전자보통주,성문전자,SungmoonElectronics,KOSPI,,500,22460985.0,,32602.0,전자부품 제조업,12.0,,11530492500.0,원(KRW),신준섭,031-650-2800,경기도 평택시  세교산단로 61 ,1990/03/24,주권,보통주
,014915,KR7014911002,,성문전자1우선주,성문전자1우선주,성문전자우,SungmoonElectronics(1P),KOSPI,,500,600000.0,,,,,,,,,,,1990/03/24,주권,구형우선주
014940,014940,KR7014940001,오리엔탈정공,오리엔탈정공,오리엔탈정공,오리엔탈정공,"ORIENTAL PRECISION & ENGINEERING CO.,LTD",KOSDAQ,우량기업부,500,45573661.0,,32901.0,일반 목적용 기계 제조업,12.0,,22786830500.0,원(KRW),박세철,051-202-0101,부산광역시 강서구  녹산산단289로 6 오리엔탈정공,2001/12/26,주권,보통주
014950,014950,KR7014950000,삼익제약,삼익제약,삼익제약,삼익제약,"SAMIK PHARM. Co., LTD.",KOSDAQ,벤처기업부,100,9171413.0,,32102.0,의약품 제조업,12.0,,917141300.0,원(KRW),이충환,02-928-0661,인천광역시 부평구 청안로 13 ,2025/10/27,주권,보통주
014970,014970,KR7014970008,삼륭물산,삼륭물산,삼륭물산,삼륭물산,Samryoong,KOSDAQ,중견기업부,500,15125000.0,,31702.0,"골판지, 종이 상자 및 종이용기 제조업",12.0,,7562500000.0,원(KRW),조홍로,02-499-0091,경기도 파주시 월롱면 통일로644번길 35 ,1992/12/29,주권,보통주
014990,014990,KR7014990006,인디에프,인디에프,인디에프보통주,인디에프,In the F,KOSPI,,500,75112995.0,,31401.0,봉제의복 제조업,12.0,,37556497500.0,원(KRW),김한수,02-3456-9000,서울특별시 강남구  테헤란로104길 21 ,1989/06/20,주권,보통주
015020,015020,KR7015020001,이스타코,이스타코,이스타코보통주,이스타코,e-STARCO,KOSPI,,500,42851600.0,,126801.0,부동산 임대 및 공급업,12.0,,21425800000.0,원(KRW),"김승제,김동현(각자대표)",02-2643-7922,서울특별시 양천구 오목로 325 대학빌딩 5층,1988/12/23,주권,보통주
015230,015230,KR7015230006,대창단조,대창단조,대창단조보통주,대창단조,DaechangForging,KOSPI,,500,28572230.0,,33003.0,자동차 신품 부품 제조업,12.0,,14286115000.0,원(KRW),박권일,055-329-3911,경남 김해시 생림면 봉림리 1072-1,1989/07/25,주권,보통주
015260,015260,KR7015260003,에이엔피,에이엔피,에이엔피보통주,에이엔피,AUTOMOBILE&PCB,KOSPI,,500,45116894.0,,32602.0,전자부품 제조업,12.0,,22558447000.0,원(KRW),전운관,032-676-9700,인천광역시 남동구 남동대로 248 (주)에이엔피,1988/01/18,주권,보통주
015360,015360,KR7015360001,INVENI,INVENI,INVENI보통주,INVENI,INVENI,KOSPI,,5000,5700000.0,,137105.0,회사 본부 및 경영 컨설팅 서비스업,12.0,,30000000000.0,원(KRW),"구본혁, 이창우",02-3390-3010,서울특별시 용산구 한강대로 92 LS 용산타워 ,1996/12/24,주권,보통주
015590,015590,KR7015590003,DKME,DKME,디케이엠이보통주,DKME,DKME,KOSPI,,500,236981544.0,,32901.0,일반 목적용 기계 제조업,12.0,,118490772000.0,원(KRW),백승륜,052-278-9000,울산광역시 남구  처용로 260-37 ,1989/05/27,주권,보통주
015710,015710,KR7015710007,코콤,코콤,코콤,코콤,"KOCOM CO., LTD",KOSDAQ,중견기업부,500,17530500.0,,32604.0,통신 및 방송 장비 제조업,12.0,,8765250000.0,원(KRW),고진호,02  -6675-2135,서울 강서구 염창동 260-7 ,1997/09/30,주권,보통주
015750,015750,KR7015750003,성우하이텍,성우하이텍,성우하이텍,성우하이텍,"SUNGWOO HITECH CO., LTD",KOSDAQ,우량기업부,500,80000000.0,,33003.0,자동차 신품 부품 제조업,12.0,,40000000000.0,원(KRW),"이명근,이문용,조성현(각자대표)",070-7477-5450,부산광역시 기장군  정관면 농공길 2-9 (주)성우하이텍 ,1995/11/04,주권,보통주
015760,015760,KR7015760002,한국전력,한국전력,한국전력공사보통주,한국전력,KoreaElectricPower,KOSPI,,5000,641964077.0,,43501.0,전기업,12.0,,3209820385000.0,원(KRW),김동철,061-345-3114,전라남도 나주시 전력로 55 -,1989/08/10,주권,보통주
015860,015860,KR7015860000,일진홀딩스,일진홀딩스,일진홀딩스보통주,일진홀딩스,ILJINHOLDINGS,KOSPI,,1000,49347483.0,,116409.0,기타 금융업,12.0,,49852615000.0,원(KRW),허정석,031-220-0500,경기도 화성시  만년로 905-17 ,1990/03/22,주권,보통주
015890,015890,KR7015890007,태경산업,태경산업,태경산업보통주,태경산업,TaekyungIndustrial,KOSPI,,500,29228750.0,,32001.0,기초 화학물질 제조업,12.0,,14614375000.0,원(KRW),"김해련, 박충기, 김민정 (각자 대표이사)",031-206-0071,서울특별시 강서구 공항대로 467 4층(등촌동),1996/01/30,주권,보통주
016090,016090,KR7016090003,대현,대현,대현보통주,대현,Daehyun,KOSPI,,500,44282310.0,,31401.0,봉제의복 제조업,12.0,,26906155000.0,원(KRW),신윤황,02-3485-7000,"서울특별시 강남구 언주로 619 (논현동, 대현그린타워) ",1990/09/20,주권,보통주
016100,016100,KR7016100000,리더스코스메틱,리더스코스메틱,리더스코스메틱,리더스코스메틱,"LEADERS COSMETICS CO.,LTD.",KOSDAQ,중견기업부,500,19100894.0,,31702.0,"골판지, 종이 상자 및 종이용기 제조업",12.0,,9550447000.0,원(KRW),"김진구, 김진상(공동 대표이사)",02-3453-8768,서울특별시 광진구 능동로 90 더클래식 500 씨 404호 ,2003/01/15,주권,보통주
016250,016250,KR7016250003,SGC E&C,SGC E&C,에스지씨이앤씨,SGC E&C,SGC E&C,KOSDAQ,중견기업부,5000,5036986.0,,64101.0,건물 건설업,12.0,,25700070000.0,원(KRW),"이우성, 이창모 (각자대표이사)",02-489-9000,서울특별시 서초구 양재대로 246(염곡동) ,1999/12/28,주권,보통주
016360,016360,KR7016360000,삼성증권,삼성증권,삼성증권보통주,삼성증권,SamsungSecurities,KOSPI,,5000,89300000.0,,116601.0,금융 지원 서비스업,12.0,,458478080000.0,원(KRW),박종문,02-2020-8000,서울특별시 서초구 서초대로74길 11 (서초동),1988/03/28,주권,보통주
016380,016380,KR7016380008,KG스틸,KG스틸,KG스틸보통주,KG스틸,KG DONGBUSTEEL,KOSPI,,5000,100008897.0,,32401.0,1차 철강 제조업,12.0,,500044485000.0,원(KRW),박성희,02-3450-8114,"서울특별시 중구 통일로 92 케이지타워 서울 중구 순화동 1-170, 케이지타워, 5층 ",1986/02/03,주권,보통주
016450,016450,KR7016450009,한세예스24홀딩스,한세예스24홀딩스,한세예스24홀딩스보통주,한세예스24홀딩스,HansaeYes24Holdings,KOSPI,,500,40000000.0,,31401.0,봉제의복 제조업,12.0,,20000000000.0,원(KRW),"김동녕, 김석환(각자 대표이사)",02-3779-0800,서울특별시 영등포구 은행로 30 중소기업중앙회 6층 ,2000/01/06,주권,보통주
016580,016580,KR7016580003,환인제약,환인제약,환인제약보통주,환인제약,WhaninPharm,KOSPI,,500,18600070.0,,32102.0,의약품 제조업,12.0,,9700035000.0,원(KRW),"이광식, 이원범(각자 대표이사)",02-405-3000,"서울특별시 송파구 법원로6길 11 (문정동, 환인빌딩)",1996/07/03,주권,보통주
016590,016590,KR7016590002,신대양제지,신대양제지,신대양제지보통주,신대양제지,ShindaeyangPaper,KOSPI,,500,40297820.0,,31702.0,"골판지, 종이 상자 및 종이용기 제조업",12.0,,20148910000.0,원(KRW),"권혁홍, 이상천(각자 대표이사)",031-494-7911,경기도 안산시 단원구 별망로 129 -,1995/12/21,주권,보통주
016600,016600,KR7016600009,큐캐피탈,큐캐피탈,큐캐피탈파트너스,큐캐피탈,"Q Capital Partners Co., Ltd.",KOSDAQ,벤처기업부,500,178247112.0,,116409.0,기타 금융업,12.0,,89123556000.0,원(KRW),황희연,02-538-2411,서울특별시 강남구 테헤란로 30611층(역삼동. 카이트타워) ,1993/06/21,주권,보통주
016610,016610,KR7016610008,DB증권,DB증권,DB증권보통주,DB증권,DB Securities,KOSPI,,5000,42446389.0,,116601.0,금융 지원 서비스업,12.0,,212231945000.0,원(KRW),곽봉석,02-369-3000,서울특별시 영등포구 국제금융로8길 32 동부증권빌딩,1988/06/27,주권,보통주
016670,016670,KR7016670002,디모아,디모아,디모아,디모아,DMOA,KOSDAQ,중견기업부,500,7594234.0,,74607.0,기타 전문 도매업,12.0,,3797117000.0,원(KRW),이혁수,02-2046-9323,"서울특별시 용산구 서빙고로51길 52 6,7층 ",1993/04/21,주권,보통주
016710,016710,KR7016710006,대성홀딩스,대성홀딩스,대성홀딩스보통주,대성홀딩스,DAESUNG HOLDINGS,KOSPI,,1000,16089459.0,,137105.0,회사 본부 및 경영 컨설팅 서비스업,12.0,,16089459000.0,원(KRW),"대표이사 김영훈
대표이사 김정주",053-606-1000,대구광역시 중구 명덕로 85 대성홀딩스,1999/12/22,주권,보통주
016740,016740,KR7016740003,두올,두올,두올보통주,두올,DUAL,KOSPI,,2500,28674024.0,,33003.0,자동차 신품 부품 제조업,12.0,,81229017500.0,원(KRW),"조인회, 정재열",02-6922-7132,서울특별시 강남구 언주로 726 두산빌딩 12층 ,2016/07/29,주권,보통주
016790,016790,KR7016790008,현대사료,현대사료,현대사료,현대사료,HYUNDAI FEED,KOSDAQ,관리종목(소속부없음),100,188471729.0,,31009.0,동물용 사료 및 조제식품 제조업,12.0,,18847172900.0,원(KRW),이원찬,041-563-8200,충청남도 천안시 동남구 용수골길 23 현대사료(주) ,2018/06/01,주권,보통주
016800,016800,KR7016800005,퍼시스,퍼시스,퍼시스보통주,퍼시스,Fursys,KOSPI,,1000,11500000.0,,33201.0,가구 제조업,12.0,,14300000000.0,원(KRW),"배상돈,박광호",02-3400-6386,서울특별시 송파구 오금로 311 오금동,1996/12/24,주권,보통주
016880,016880,KR7016880007,웅진,웅진,웅진보통주,웅진,WOONGJIN,KOSPI,,500,79927080.0,,137105.0,회사 본부 및 경영 컨설팅 서비스업,12.0,,42213540000.0,원(KRW),"윤새봄, 이수영 각자대표",02-2076-4701,서울특별시 중구 청계천로 24 케이스퀘어 시티,1994/11/05,주권,보통주
016920,016920,KR7016920001,카스,카스,카스,카스,Cas,KOSDAQ,중견기업부,500,26493538.0,,74605.0,기계장비 및 관련 물품 도매업,12.0,,13246769000.0,원(KRW),김태인,02-2225-3526,경기도 양주시  광적면 그루고개로 262 ,1990/01/04,주권,보통주
017000,017000,KR7017000001,신원종합개발,신원종합개발,신원종합개발,신원종합개발,ShinwonConstruction,KOSDAQ,우량기업부,5000,11668027.0,,64101.0,건물 건설업,12.0,,60989616000.0,원(KRW),김성민,02-6908-7000,경기도 화성시 봉담읍 와우안길 109 제105동 제2층 제217호,1994/12/07,주권,보통주
017040,017040,KR7017040007,광명전기,광명전기,광명전기보통주,광명전기,KWANG MYUNG ELECTRIC,KOSPI,,500,43337615.0,,32801.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12.0,,21668807500.0,원(KRW),이재광,031-494-0720,경기도 안산시 단원구  목내로 160 (목내동) ,1990/09/14,주권,보통주
017180,017180,KR7017180001,명문제약,명문제약,명문제약 보통주,명문제약,MyungMoon Pharm,KOSPI,,500,33953454.0,,32102.0,의약품 제조업,12.0,,16976727000.0,원(KRW),배철한,031-350-4000,경기도 화성시  향남읍 제약공단2길 26 ,2008/07/10,주권,보통주
017250,017250,KR7017250002,인터엠,인터엠,인터엠,인터엠,IntermCorporation,KOSDAQ,중견기업부,500,21045467.0,,32605.0,영상 및 음향기기 제조업,9.0,,10522733500.0,원(KRW),조남용,031 -860 -7121,경기도 양주시 화합로1402번길 73 (덕정동) ,1996/01/03,주권,보통주
017370,017370,KR7017370008,우신시스템,우신시스템,우신시스템보통주,우신시스템,WooshinSystems,KOSPI,,500,18314054.0,,32902.0,특수 목적용 기계 제조업,12.0,,9157027000.0,원(KRW),허우영,031-496-6114,서울특별시 영등포구  영등포로 20 ,2002/05/28,주권,보통주
017390,017390,KR7017390006,서울가스,서울가스,서울도시가스보통주,서울가스,SeoulCityGas,KOSPI,,5000,5000000.0,,43502.0,연료용 가스 제조 및 배관공급업,12.0,,35000000000.0,원(KRW),"공동대표이사 진용민
공동대표이사 황주석",02-810-8000,서울특별시 강서구 공항대로 607 (염창동) ,1995/08/18,주권,보통주
017480,017480,KR7017480005,삼현철강,삼현철강,삼현철강,삼현철강,"SAMHYUN STEEL Co., Ltd",KOSDAQ,우량기업부,500,15702890.0,,32401.0,1차 철강 제조업,12.0,,8551445000.0,원(KRW),조 윤 선,055 -252 -6060,경상남도 창원시 의창구 평산로70번길 36 -,2001/01/09,주권,보통주
017510,017510,KR7017510009,세명전기,세명전기,세명전기공업,세명전기,SemyungElectricMachinery,KOSDAQ,중견기업부,500,15246000.0,,32509.0,기타 금속 가공제품 제조업,12.0,,7623000000.0,원(KRW),권철현,051 -316 -6887,부산광역시 사상구 대동로 188 ,1991/12/26,주권,보통주
017550,017550,KR7017550005,수산세보틱스,수산세보틱스,수산세보틱스보통주,수산세보틱스,SOOSAN CEBOTICS,KOSPI,,500,62399130.0,,32902.0,특수 목적용 기계 제조업,12.0,,31199565000.0,원(KRW),"양희준, 김병현 (각자대표) ",031-352-7733,경기도 화성시  양감면 정문송산로 260 ,1991/08/30,주권,보통주
017650,017650,KR7017650003,대림제지,대림제지,대림제지,대림제지,DaelimPaper,KOSDAQ,우량기업부,500,9000000.0,,31709.0,기타 종이 및 판지 제품 제조업,12.0,,4500000000.0,원(KRW),류  창  승,031 -373 -7670,경기 오산시 누읍동 7 ,1994/11/07,주권,보통주
